"","mit_sku","year","month","mfg","unit_sale","cost","conductor","phase","kva","p_volt","s_volt","date","weeks_time"
"1061","MIT-DRY-115-CU",2020,8,"mgm",2591,2044.819648,"CU","3",225,"480D","240D/CT",2020-08-01,113.1
"1062","MIT-DRY-143",2022,2,"jeff",4482,2034.44,"AL","3",112.5,"240D","480Y",2022-02-01,191.6
"1063","MIT-DRY-188",2022,1,"hps",2911,2033.6,"AL","3",30,"208D","380x400x416Y",2022-01-01,187.1
"1064","MIT-DRY-188",2021,11,"hps",2900,2033.6,"AL","3",30,"208D","380x400x416Y",2021-11-01,178.4
"1065","MIT-DRY-214",2020,12,"mgm",3407,2031,"AL","3",75,"240D","380x400x416Y",2020-12-01,130.6
"1066","MIT-DRY-214",2020,11,"mgm",3125,2031,"AL","3",75,"240D","380x400x416Y",2020-11-01,126.3
"1067","MIT-DRY-214",2021,2,"mgm",3125,2031,"AL","3",75,"240D","380x400x416Y",2021-02-01,139.4
"1068","MIT-DRY-214",2021,3,"mgm",3344,2031,"AL","3",75,"240D","380x400x416Y",2021-03-01,143.4
"1069","MIT-DRY-214",2020,10,"mgm",3125,2031,"AL","3",75,"240D","380x400x416Y",2020-10-01,121.9
"1070","MIT-DRY-214",2021,4,"mgm",3344,2031,"AL","3",75,"240D","380x400x416Y",2021-04-01,147.9
"1071","MIT-DRY-214",2020,12,"mgm",3300,2031,"AL","3",75,"240D","380x400x416Y",2020-12-01,130.6
"1072","MIT-DRY-214",2020,12,"mgm",3125,2031,"AL","3",75,"240D","380x400x416Y",2020-12-01,130.6
"1073","MIT-DRY-214",2020,8,"mgm",3125,2031,"AL","3",75,"240D","380x400x416Y",2020-08-01,113.1
"1074","MIT-DRY-214",2021,2,"mgm",3375,2031,"AL","3",75,"240D","380x400x416Y",2021-02-01,139.4
"1075","MIT-DRY-214",2020,7,"mgm",3200,2031,"AL","3",75,"240D","380x400x416Y",2020-07-01,108.7
"1076","MIT-DRY-134",2021,10,"hps",2819,2025.1,"AL","3",75,"208D","480Y",2021-10-01,174
"1077","MIT-DRY-134",2021,11,"hps",2819,2025.1,"AL","3",75,"208D","480Y",2021-11-01,178.4
"1078","MIT-DRY-154",2021,9,"hps",3375,2025.1,"AL","3",75,"480D","480Y",2021-09-01,169.7
"1079","MIT-DRY-142",2021,8,"hps",2819,2025.1,"AL","3",75,"240D","480Y",2021-08-01,165.3
"1080","MIT-DRY-154",2021,10,"hps",2850,2025.1,"AL","3",75,"480D","480Y",2021-10-01,174
"1081","MIT-DRY-142",2021,11,"hps",2819,2025.1,"AL","3",75,"240D","480Y",2021-11-01,178.4
"1082","MIT-DRY-154",2021,9,"hps",2992,2025.1,"AL","3",75,"480D","480Y",2021-09-01,169.7
"1083","MIT-DRY-185",2021,7,"mgm",7185,2021.00074,"AL","1",167,"240x480","120/240",2021-07-01,160.9
"1084","MIT-DRY-185",2020,8,"mgm",6600,2021.00074,"AL","1",167,"240x480","120/240",2020-08-01,113.1
"1085","MIT-DRY-185",2021,5,"mgm",3110,2021.00074,"AL","1",167,"240x480","120/240",2021-05-01,152.1
"1086","MIT-DRY-214",2021,8,"mgm",3344,2020,"AL","3",75,"240D","380x400x416Y",2021-08-01,165.3
"1087","MIT-DRY-214",2022,3,"mgm",3237,2020,"AL","3",75,"240D","380x400x416Y",2022-03-01,195.6
"1088","MIT-DRY-214",2021,9,"mgm",3725,2020,"AL","3",75,"240D","380x400x416Y",2021-09-01,169.7
"1089","MIT-DRY-214",2021,9,"mgm",3344,2020,"AL","3",75,"240D","380x400x416Y",2021-09-01,169.7
"1090","MIT-DRY-164",2020,11,"hps",2725,2009.38213631777,"AL","3",75,"600D","480Y",2020-11-01,126.3
"1091","MIT-DRY-164",2020,10,"hps",2725,2008.91345577765,"AL","3",75,"600D","480Y",2020-10-01,121.9
"1092","MIT-DRY-150",2019,8,"hps",5387,2006.025,"AL","3",150,"480D","380x400x416Y",2019-08-01,60.9
"1093","MIT-DRY-123",2021,12,"hps",2291,1997.06,"AL","1",75,"240x480","120/240",2021-12-01,182.7
"1094","MIT-DRY-158",2022,3,"hps",3277,1995.53,"AL","3",30,"480Y","208Y",2022-03-01,195.6
"1095","MIT-DRY-164",2019,1,"hps",2968,1989.46,"AL","3",75,"600D","480Y",2019-01-01,30.6
"1096","MIT-DRY-113",2019,5,"jeff",2344,1970.73,"AL","3",112.5,"480D","240D/CT",2019-05-01,47.7
"1097","MIT-DRY-164",2021,3,"hps",2725,1964.2,"AL","3",75,"600D","480Y",2021-03-01,143.4
"1098","MIT-DRY-164",2020,9,"hps",2545,1964.2,"AL","3",75,"600D","480Y",2020-09-01,117.6
"1099","MIT-DRY-164",2019,12,"hps",2725,1964.2,"AL","3",75,"600D","480Y",2019-12-01,78.3
"1100","MIT-DRY-128",2021,10,"hps",2383,1956,"AL","3",75,"240D","208Y",2021-10-01,174
"1101","MIT-DRY-128",2021,7,"hps",2427.97,1956,"AL","3",75,"240D","208Y",2021-07-01,160.9
"1102","MIT-DRY-134",2020,10,"hps",2635,1955.35,"AL","3",75,"208D","480Y",2020-10-01,121.9
"1103","MIT-AUT-116",2021,10,"hps",2827,1948.1,"CU","3",75,"600Y","208Y",2021-10-01,174
"1104","MIT-AUT-116",2021,9,"hps",2827,1948.1,"CU","3",75,"600Y","208Y",2021-09-01,169.7
"1105","MIT-AUT-116",2021,11,"hps",2827,1948.1,"CU","3",75,"600Y","208Y",2021-11-01,178.4
"1106","MIT-AUT-116",2021,8,"hps",2685,1948.1,"CU","3",75,"600Y","208Y",2021-08-01,165.3
"1107","MIT-AUT-116",2021,7,"hps",2700,1948.1,"CU","3",75,"600Y","208Y",2021-07-01,160.9
"1108","MIT-AUT-116",2021,7,"hps",3000,1948.1,"CU","3",75,"600Y","208Y",2021-07-01,160.9
"1109","MIT-AUT-116",2021,8,"hps",2827,1948.1,"CU","3",75,"600Y","208Y",2021-08-01,165.3
"1110","MIT-AUT-116",2021,7,"hps",2827,1948.1,"CU","3",75,"600Y","208Y",2021-07-01,160.9
"1111","MIT-DRY-123",2021,11,"hps",2782,1947.06,"AL","1",75,"240x480","120/240",2021-11-01,178.4
"1112","MIT-DRY-123",2022,2,"hps",2500,1947.06,"AL","1",75,"240x480","120/240",2022-02-01,191.6
"1113","MIT-DRY-123",2021,11,"hps",2273,1947.06,"AL","1",75,"240x480","120/240",2021-11-01,178.4
"1114","MIT-DRY-123",2022,3,"hps",2291,1947.06,"AL","1",75,"240x480","120/240",2022-03-01,195.6
"1115","MIT-DRY-142",2021,5,"hps",2973,1942.6,"AL","3",75,"240D","480Y",2021-05-01,152.1
"1116","MIT-DRY-124",2020,11,"hps",2700,1942.02,"AL","1",100,"240x480","120/240",2020-11-01,126.3
"1117","MIT-DRY-124",2021,3,"hps",2394,1942.02,"AL","1",100,"240x480","120/240",2021-03-01,143.4
"1118","MIT-DRY-124",2020,12,"hps",2324,1942.02,"AL","1",100,"240x480","120/240",2020-12-01,130.6
"1119","MIT-DRY-124",2021,1,"hps",2324,1942.02,"AL","1",100,"240x480","120/240",2021-01-01,135
"1120","MIT-DRY-124",2021,2,"hps",2540,1942.02,"AL","1",100,"240x480","120/240",2021-02-01,139.4
"1121","MIT-DRY-226",2022,2,"hps",2581,1936.01,"AL","1",50,"208","120/240",2022-02-01,191.6
"1122","MIT-DRY-226",2021,11,"hps",2766,1936.01,"AL","1",50,"208","120/240",2021-11-01,178.4
"1123","MIT-DRY-146",2022,3,"hps",2576,1931.87,"AL","3",30,"480D","380x400x416Y",2022-03-01,195.6
"1124","MIT-DRY-146",2022,1,"hps",2576,1931.87,"AL","3",30,"480D","380x400x416Y",2022-01-01,187.1
"1125","MIT-DRY-146",2021,12,"hps",2415,1931.87,"AL","3",30,"480D","380x400x416Y",2021-12-01,182.7
"1126","MIT-DRY-146",2021,12,"hps",2300,1931.87,"AL","3",30,"480D","380x400x416Y",2021-12-01,182.7
"1127","MIT-DRY-146",2022,1,"hps",2785,1931.87,"AL","3",30,"480D","380x400x416Y",2022-01-01,187.1
"1128","MIT-DRY-146",2022,2,"hps",2576,1931.87,"AL","3",30,"480D","380x400x416Y",2022-02-01,191.6
"1129","MIT-DRY-146",2021,11,"hps",2760,1931.87,"AL","3",30,"480D","380x400x416Y",2021-11-01,178.4
"1130","MIT-DRY-146",2021,12,"hps",2576,1931.87,"AL","3",30,"480D","380x400x416Y",2021-12-01,182.7
"1131","MIT-DRY-146",2021,12,"hps",2447,1931.87,"AL","3",30,"480D","380x400x416Y",2021-12-01,182.7
"1132","MIT-DRY-146",2021,11,"hps",2153,1931.87,"AL","3",30,"480D","380x400x416Y",2021-11-01,178.4
"1133","MIT-DRY-146",2022,1,"hps",2447,1931.87,"AL","3",30,"480D","380x400x416Y",2022-01-01,187.1
"1134","MIT-AUT-115",2021,12,"hps",2325,1931.17,"CU","3",45,"600Y","208Y",2021-12-01,182.7
"1135","MIT-DRY-106-CU",2019,12,"egr",3749,1927,"CU","3",225,"480D","208Y",2019-12-01,78.3
"1136","MIT-DRY-106-CU",2019,3,"egr",4478,1927,"CU","3",225,"480D","208Y",2019-03-01,39
"1137","MIT-DRY-106-CU",2019,10,"egr",3180,1927,"CU","3",225,"480D","208Y",2019-10-01,69.6
"1138","MIT-DRY-134",2020,3,"hps",2850,1920.94,"AL","3",75,"208D","480Y",2020-03-01,91.3
"1139","MIT-DRY-128",2021,7,"hps",2383,1906,"AL","3",75,"240D","208Y",2021-07-01,160.9
"1140","MIT-DRY-128",2021,7,"hps",2113,1906,"AL","3",75,"240D","208Y",2021-07-01,160.9
"1141","MIT-DRY-128",2021,9,"hps",2383,1906,"AL","3",75,"240D","208Y",2021-09-01,169.7
"1142","MIT-DRY-128",2021,8,"hps",2383,1906,"AL","3",75,"240D","208Y",2021-08-01,165.3
"1143","MIT-DRY-128",2021,11,"hps",2383,1906,"AL","3",75,"240D","208Y",2021-11-01,178.4
"1144","MIT-DRY-142",2021,4,"hps",2819,1892.6,"AL","3",75,"240D","480Y",2021-04-01,147.9
"1145","MIT-DRY-142",2021,4,"hps",2850,1892.6,"AL","3",75,"240D","480Y",2021-04-01,147.9
"1146","MIT-DRY-142",2021,4,"hps",2678.05,1892.6,"AL","3",75,"240D","480Y",2021-04-01,147.9
"1147","MIT-DRY-154",2021,4,"hps",2992,1892.6,"AL","3",75,"480D","480Y",2021-04-01,147.9
"1148","MIT-DRY-154",2021,6,"hps",2992,1892.6,"AL","3",75,"480D","480Y",2021-06-01,156.6
"1149","MIT-DRY-134",2021,4,"hps",3044,1892.6,"AL","3",75,"208D","480Y",2021-04-01,147.9
"1150","MIT-DRY-142",2021,5,"hps",2995,1892.6,"AL","3",75,"240D","480Y",2021-05-01,152.1
"1151","MIT-DRY-142",2021,5,"hps",2819,1892.6,"AL","3",75,"240D","480Y",2021-05-01,152.1
"1152","MIT-DRY-142",2021,6,"hps",2819,1892.6,"AL","3",75,"240D","480Y",2021-06-01,156.6
"1153","MIT-DRY-154",2021,5,"hps",2992,1892.6,"AL","3",75,"480D","480Y",2021-05-01,152.1
"1154","MIT-DRY-142",2021,3,"hps",2819,1892.6,"AL","3",75,"240D","480Y",2021-03-01,143.4
"1155","MIT-DRY-147",2019,5,"hps",2313,1888.7,"AL","3",45,"480D","380x400x416Y",2019-05-01,47.7
"1156","MIT-DRY-107",2020,8,"egr",5200,1882,"AL","3",300,"480D","208Y",2020-08-01,113.1
"1157","MIT-DRY-107",2020,6,"egr",4500,1882,"AL","3",300,"480D","208Y",2020-06-01,104.4
"1158","MIT-DRY-107",2019,5,"egr",6299,1882,"AL","3",300,"480D","208Y",2019-05-01,47.7
"1159","MIT-DRY-107",2019,3,"egr",5849,1882,"AL","3",300,"480D","208Y",2019-03-01,39
"1160","MIT-DRY-107",2020,1,"egr",5100,1882,"AL","3",300,"480D","208Y",2020-01-01,82.7
"1161","MIT-DRY-107",2020,8,"egr",5012,1882,"AL","3",300,"480D","208Y",2020-08-01,113.1
"1162","MIT-DRY-107",2021,5,"egr",4903,1882,"AL","3",300,"480D","208Y",2021-05-01,152.1
"1163","MIT-DRY-107",2020,9,"egr",5369,1882,"AL","3",300,"480D","208Y",2020-09-01,117.6
"1164","MIT-DRY-107",2019,1,"egr",5679,1882,"AL","3",300,"480D","208Y",2019-01-01,30.6
"1165","MIT-DRY-107",2020,4,"egr",5000,1882,"AL","3",300,"480D","208Y",2020-04-01,95.7
"1166","MIT-DRY-107",2021,2,"egr",5369,1882,"AL","3",300,"480D","208Y",2021-02-01,139.4
"1167","MIT-DRY-107",2020,8,"egr",5350,1882,"AL","3",300,"480D","208Y",2020-08-01,113.1
"1168","MIT-DRY-107",2019,12,"egr",3200,1882,"AL","3",300,"480D","208Y",2019-12-01,78.3
"1169","MIT-DRY-107",2020,3,"egr",6361,1882,"AL","3",300,"480D","208Y",2020-03-01,91.3
"1170","MIT-DRY-107",2018,12,"egr",5679,1882,"AL","3",300,"480D","208Y",2018-12-01,26.1
"1171","MIT-DRY-107",2021,1,"egr",5352,1882,"AL","3",300,"480D","208Y",2021-01-01,135
"1172","MIT-DRY-134",2019,1,"hps",2253,1872.19,"AL","3",75,"208D","480Y",2019-01-01,30.6
"1173","MIT-DRY-134",2019,2,"hps",2321,1872.19,"AL","3",75,"208D","480Y",2019-02-01,35
"1174","MIT-DRY-142",2019,2,"hps",2517,1872.19,"AL","3",75,"240D","480Y",2019-02-01,35
"1175","MIT-DRY-142",2019,1,"hps",2444,1872.19,"AL","3",75,"240D","480Y",2019-01-01,30.6
"1176","MIT-DRY-134",2019,2,"hps",2253,1872.19,"AL","3",75,"208D","480Y",2019-02-01,35
"1177","MIT-DRY-103",2021,10,"hps",2250,1865.8,"AL","3",75,"480D","208Y",2021-10-01,174
"1178","MIT-AUT-116",2021,4,"hps",2300,1864.2,"CU","3",75,"600Y","208Y",2021-04-01,147.9
"1179","MIT-DRY-115-CU",2020,2,"mgm",3524,1855.26,"CU","3",225,"480D","240D/CT",2020-02-01,87.1
"1180","MIT-DRY-189",2021,10,"hps",2504,1854.4,"AL","3",45,"208D","380x400x416Y",2021-10-01,174
"1181","MIT-DRY-189",2021,8,"hps",2504,1854.4,"AL","3",45,"208D","380x400x416Y",2021-08-01,165.3
"1182","MIT-DRY-189",2021,7,"hps",2504,1854.4,"AL","3",45,"208D","380x400x416Y",2021-07-01,160.9
"1183","MIT-DRY-189",2021,9,"hps",2504,1854.4,"AL","3",45,"208D","380x400x416Y",2021-09-01,169.7
"1184","MIT-DRY-189",2021,8,"hps",2304,1854.4,"AL","3",45,"208D","380x400x416Y",2021-08-01,165.3
"1185","MIT-DRY-189",2021,11,"hps",2504,1854.4,"AL","3",45,"208D","380x400x416Y",2021-11-01,178.4
"1186","MIT-DRY-134",2018,12,"hps",2253,1851.45,"AL","3",75,"208D","480Y",2018-12-01,26.1
"1187","MIT-DRY-113",2019,5,"jeff",2344,1844.03,"AL","3",112.5,"480D","240D/CT",2019-05-01,47.7
"1188","MIT-DRY-189",2019,10,"hps",2145,1840.84,"AL","3",45,"208D","380x400x416Y",2019-10-01,69.6
"1189","MIT-DIT-148",2021,7,"hps",2408,1838.6,"AL","3",75,"208D","480Y",2021-07-01,160.9
"1190","MIT-DIT-148",2021,10,"hps",2408,1838.6,"AL","3",75,"208D","480Y",2021-10-01,174
"1191","MIT-DIT-109",2021,10,"hps",2400,1838.6,"AL","3",75,"480D","480Y",2021-10-01,174
"1192","MIT-DRY-128",2021,6,"hps",2113,1831.3,"AL","3",75,"240D","208Y",2021-06-01,156.6
"1193","MIT-DRY-128",2020,9,"hps",1975,1827.11,"AL","3",75,"240D","208Y",2020-09-01,117.6
"1194","MIT-DRY-142",2019,3,"hps",2517,1818.81,"AL","3",75,"240D","480Y",2019-03-01,39
"1195","MIT-DRY-134",2020,8,"hps",2635,1818.81,"AL","3",75,"208D","480Y",2020-08-01,113.1
"1196","MIT-DRY-134",2019,11,"hps",2635,1818.81,"AL","3",75,"208D","480Y",2019-11-01,74
"1197","MIT-DRY-134",2019,10,"hps",2205,1818.81,"AL","3",75,"208D","480Y",2019-10-01,69.6
"1198","MIT-DRY-134",2020,3,"hps",2685,1818.81,"AL","3",75,"208D","480Y",2020-03-01,91.3
"1199","MIT-DRY-134",2020,9,"hps",2635,1818.81,"AL","3",75,"208D","480Y",2020-09-01,117.6
"1200","MIT-DRY-112",2021,9,"hps",2663,1815.8,"AL","3",75,"480D","240D/CT",2021-09-01,169.7
"1201","MIT-DRY-112",2021,8,"hps",2663,1815.8,"AL","3",75,"480D","240D/CT",2021-08-01,165.3
"1202","MIT-DRY-103",2021,11,"hps",2563,1815.8,"AL","3",75,"480D","208Y",2021-11-01,178.4
"1203","MIT-DRY-112",2021,8,"hps",2763,1815.8,"AL","3",75,"480D","240D/CT",2021-08-01,165.3
"1204","MIT-DRY-103",2021,7,"hps",1931,1815.8,"AL","3",75,"480D","208Y",2021-07-01,160.9
"1205","MIT-DRY-103",2021,9,"hps",2213,1815.8,"AL","3",75,"480D","208Y",2021-09-01,169.7
"1206","MIT-DRY-103",2021,10,"hps",2213,1815.8,"AL","3",75,"480D","208Y",2021-10-01,174
"1207","MIT-DRY-112",2021,10,"hps",1864,1815.8,"AL","3",75,"480D","240D/CT",2021-10-01,174
"1208","MIT-DRY-115",2021,1,"mgm",3524,1809,"AL","3",225,"480D","240D/CT",2021-01-01,135
"1209","MIT-DRY-127",2022,3,"hps",1900,1804.41,"AL","3",45,"240D","208Y",2022-03-01,195.6
"1210","MIT-DRY-134",2018,8,"hps",2253,1801.45,"AL","3",75,"208D","480Y",2018-08-01,8.7
"1211","MIT-DRY-142",2018,11,"hps",2573,1801.45,"AL","3",75,"240D","480Y",2018-11-01,21.9
"1212","MIT-DRY-134",2019,1,"hps",2253,1801.45,"AL","3",75,"208D","480Y",2019-01-01,30.6
"1213","MIT-DRY-134",2018,11,"hps",2253,1801.45,"AL","3",75,"208D","480Y",2018-11-01,21.9
"1214","MIT-DRY-142",2018,10,"hps",2600.1,1801.45,"AL","3",75,"240D","480Y",2018-10-01,17.4
"1215","MIT-DRY-134",2018,11,"hps",2378,1801.45,"AL","3",75,"208D","480Y",2018-11-01,21.9
"1216","MIT-DRY-134",2018,10,"hps",2253,1801.45,"AL","3",75,"208D","480Y",2018-10-01,17.4
"1217","MIT-DRY-134",2018,7,"hps",2253,1801.45,"AL","3",75,"208D","480Y",2018-07-01,4.3
"1218","MIT-DRY-142",2018,10,"hps",2573,1801.45,"AL","3",75,"240D","480Y",2018-10-01,17.4
"1219","MIT-DRY-154",2019,1,"hps",2688,1801.45,"AL","3",75,"480D","480Y",2019-01-01,30.6
"1220","MIT-DRY-142",2018,11,"hps",2444,1801.45,"AL","3",75,"240D","480Y",2018-11-01,21.9
"1221","MIT-DRY-142",2018,9,"hps",2573,1801.45,"AL","3",75,"240D","480Y",2018-09-01,13.1
"1222","MIT-DRY-134",2018,9,"hps",2253,1801.45,"AL","3",75,"208D","480Y",2018-09-01,13.1
"1223","MIT-DRY-142",2019,1,"hps",2444,1801.45,"AL","3",75,"240D","480Y",2019-01-01,30.6
"1224","MIT-DRY-142",2018,7,"hps",2573,1801.45,"AL","3",75,"240D","480Y",2018-07-01,4.3
"1225","MIT-DRY-142",2018,8,"hps",2573,1801.45,"AL","3",75,"240D","480Y",2018-08-01,8.7
"1226","MIT-DRY-154",2018,11,"hps",2688,1801.45,"AL","3",75,"480D","480Y",2018-11-01,21.9
"1227","MIT-DRY-134",2018,7,"hps",2119,1801.45,"AL","3",75,"208D","480Y",2018-07-01,4.3
"1228","MIT-DRY-142",2018,12,"hps",2444,1801.45,"AL","3",75,"240D","480Y",2018-12-01,26.1
"1229","MIT-DRY-232",2021,7,"mgm",3100,1798,"AL","3",75,"208D","240D/CT",2021-07-01,160.9
"1230","MIT-DRY-232",2021,11,"mgm",3269,1798,"AL","3",75,"208D","240D/CT",2021-11-01,178.4
"1231","MIT-DRY-232",2021,7,"mgm",2997,1798,"AL","3",75,"208D","240D/CT",2021-07-01,160.9
"1232","MIT-DRY-232",2021,10,"mgm",3173.94,1798,"AL","3",75,"208D","240D/CT",2021-10-01,174
"1233","MIT-AUT-115",2022,1,"hps",2325,1793.95,"CU","3",45,"600Y","208Y",2022-01-01,187.1
"1234","MIT-DRY-128",2021,7,"hps",2113,1781.3,"AL","3",75,"240D","208Y",2021-07-01,160.9
"1235","MIT-DRY-128",2021,4,"hps",2113,1781.3,"AL","3",75,"240D","208Y",2021-04-01,147.9
"1236","MIT-DRY-128",2021,6,"hps",2113,1781.3,"AL","3",75,"240D","208Y",2021-06-01,156.6
"1237","MIT-DRY-162",2022,3,"hps",2333,1780.43,"AL","3",30,"600D","480Y",2022-03-01,195.6
"1238","MIT-DRY-113",2019,5,"jeff",2344,1778.61,"AL","3",112.5,"480D","240D/CT",2019-05-01,47.7
"1239","MIT-AUT-109",2020,9,"hps",3522,1775.33,"CU","3",225,"600Y","480Y",2020-09-01,117.6
"1240","MIT-DRY-142",2020,7,"hps",2525,1768.81,"AL","3",75,"240D","480Y",2020-07-01,108.7
"1241","MIT-DRY-134",2020,3,"hps",2500,1768.81,"AL","3",75,"208D","480Y",2020-03-01,91.3
"1242","MIT-DRY-134",2019,6,"hps",2205,1768.81,"AL","3",75,"208D","480Y",2019-06-01,52.1
"1243","MIT-DRY-142",2020,8,"hps",2635,1768.81,"AL","3",75,"240D","480Y",2020-08-01,113.1
"1244","MIT-DRY-142",2020,5,"hps",2635,1768.81,"AL","3",75,"240D","480Y",2020-05-01,100
"1245","MIT-DRY-142",2019,10,"hps",2395,1768.81,"AL","3",75,"240D","480Y",2019-10-01,69.6
"1246","MIT-DRY-142",2020,3,"hps",2850,1768.81,"AL","3",75,"240D","480Y",2020-03-01,91.3
"1247","MIT-DRY-142",2019,11,"hps",2635,1768.81,"AL","3",75,"240D","480Y",2019-11-01,74
"1248","MIT-DRY-142",2020,12,"hps",2750,1768.81,"AL","3",75,"240D","480Y",2020-12-01,130.6
"1249","MIT-DRY-142",2021,2,"hps",2635,1768.81,"AL","3",75,"240D","480Y",2021-02-01,139.4
"1250","MIT-DRY-134",2019,10,"hps",2635,1768.81,"AL","3",75,"208D","480Y",2019-10-01,69.6
"1251","MIT-DRY-134",2020,6,"hps",2635,1768.81,"AL","3",75,"208D","480Y",2020-06-01,104.4
"1252","MIT-DRY-142",2020,3,"hps",2635,1768.81,"AL","3",75,"240D","480Y",2020-03-01,91.3
"1253","MIT-DRY-134",2019,1,"hps",1973,1768.81,"AL","3",75,"208D","480Y",2019-01-01,30.6
"1254","MIT-DRY-142",2019,7,"hps",2643,1768.81,"AL","3",75,"240D","480Y",2019-07-01,56.4
"1255","MIT-DRY-134",2019,7,"hps",2400,1768.81,"AL","3",75,"208D","480Y",2019-07-01,56.4
"1256","MIT-DRY-154",2020,11,"hps",2688,1768.81,"AL","3",75,"480D","480Y",2020-11-01,126.3
"1257","MIT-DRY-142",2019,9,"hps",2643,1768.81,"AL","3",75,"240D","480Y",2019-09-01,65.3
"1258","MIT-DRY-142",2019,2,"hps",2517,1768.81,"AL","3",75,"240D","480Y",2019-02-01,35
"1259","MIT-DRY-134",2019,11,"hps",2800,1768.81,"AL","3",75,"208D","480Y",2019-11-01,74
"1260","MIT-DRY-134",2020,2,"hps",2635,1768.81,"AL","3",75,"208D","480Y",2020-02-01,87.1
"1261","MIT-DRY-134",2020,1,"hps",2635,1768.81,"AL","3",75,"208D","480Y",2020-01-01,82.7
"1262","MIT-DRY-154",2020,8,"hps",2688,1768.81,"AL","3",75,"480D","480Y",2020-08-01,113.1
"1263","MIT-DRY-142",2019,8,"hps",2500,1768.81,"AL","3",75,"240D","480Y",2019-08-01,60.9
"1264","MIT-DRY-142",2021,2,"hps",2835,1768.81,"AL","3",75,"240D","480Y",2021-02-01,139.4
"1265","MIT-DRY-134",2019,10,"hps",2991,1768.81,"AL","3",75,"208D","480Y",2019-10-01,69.6
"1266","MIT-DRY-134",2020,7,"hps",2635,1768.81,"AL","3",75,"208D","480Y",2020-07-01,108.7
"1267","MIT-DRY-134",2021,2,"hps",2635,1768.81,"AL","3",75,"208D","480Y",2021-02-01,139.4
"1268","MIT-DRY-134",2019,2,"hps",2321,1768.81,"AL","3",75,"208D","480Y",2019-02-01,35
"1269","MIT-DRY-142",2020,5,"hps",2850,1768.81,"AL","3",75,"240D","480Y",2020-05-01,100
"1270","MIT-DRY-142",2019,9,"hps",2800,1768.81,"AL","3",75,"240D","480Y",2019-09-01,65.3
"1271","MIT-DRY-142",2020,1,"hps",2825,1768.81,"AL","3",75,"240D","480Y",2020-01-01,82.7
"1272","MIT-DRY-134",2021,1,"hps",2635,1768.81,"AL","3",75,"208D","480Y",2021-01-01,135
"1273","MIT-DRY-142",2019,9,"hps",2791,1768.81,"AL","3",75,"240D","480Y",2019-09-01,65.3
"1274","MIT-DRY-134",2019,9,"hps",2205,1768.81,"AL","3",75,"208D","480Y",2019-09-01,65.3
"1275","MIT-DRY-134",2020,1,"hps",2800,1768.81,"AL","3",75,"208D","480Y",2020-01-01,82.7
"1276","MIT-DRY-134",2020,3,"hps",2635,1768.81,"AL","3",75,"208D","480Y",2020-03-01,91.3
"1277","MIT-DRY-134",2019,5,"hps",2205,1768.81,"AL","3",75,"208D","480Y",2019-05-01,47.7
"1278","MIT-DRY-142",2020,6,"hps",2635,1768.81,"AL","3",75,"240D","480Y",2020-06-01,104.4
"1279","MIT-DRY-134",2021,2,"hps",1985,1768.81,"AL","3",75,"208D","480Y",2021-02-01,139.4
"1280","MIT-DRY-134",2019,9,"hps",2400,1768.81,"AL","3",75,"208D","480Y",2019-09-01,65.3
"1281","MIT-DRY-134",2020,12,"hps",2835,1768.81,"AL","3",75,"208D","480Y",2020-12-01,130.6
"1282","MIT-DRY-142",2019,10,"hps",2975,1768.81,"AL","3",75,"240D","480Y",2019-10-01,69.6
"1283","MIT-DRY-142",2021,3,"hps",2819,1768.81,"AL","3",75,"240D","480Y",2021-03-01,143.4
"1284","MIT-DRY-142",2020,3,"hps",2600,1768.81,"AL","3",75,"240D","480Y",2020-03-01,91.3
"1285","MIT-DRY-142",2019,4,"hps",2517,1768.81,"AL","3",75,"240D","480Y",2019-04-01,43.4
"1286","MIT-DRY-142",2019,3,"hps",2517.01,1768.81,"AL","3",75,"240D","480Y",2019-03-01,39
"1287","MIT-DRY-142",2021,1,"hps",2635,1768.81,"AL","3",75,"240D","480Y",2021-01-01,135
"1288","MIT-DRY-142",2020,7,"hps",2635,1768.81,"AL","3",75,"240D","480Y",2020-07-01,108.7
"1289","MIT-DRY-142",2020,9,"hps",2700,1768.81,"AL","3",75,"240D","480Y",2020-09-01,117.6
"1290","MIT-DRY-142",2019,7,"hps",2233,1768.81,"AL","3",75,"240D","480Y",2019-07-01,56.4
"1291","MIT-DRY-154",2021,1,"hps",3000,1768.81,"AL","3",75,"480D","480Y",2021-01-01,135
"1292","MIT-DRY-154",2020,12,"hps",2796,1768.81,"AL","3",75,"480D","480Y",2020-12-01,130.6
"1293","MIT-DRY-134",2020,2,"hps",2600,1768.81,"AL","3",75,"208D","480Y",2020-02-01,87.1
"1294","MIT-DRY-142",2019,4,"hps",2643,1768.81,"AL","3",75,"240D","480Y",2019-04-01,43.4
"1295","MIT-DRY-154",2019,8,"hps",2917,1768.81,"AL","3",75,"480D","480Y",2019-08-01,60.9
"1296","MIT-DRY-154",2019,3,"hps",2688,1768.81,"AL","3",75,"480D","480Y",2019-03-01,39
"1297","MIT-DRY-142",2019,10,"hps",2635,1768.81,"AL","3",75,"240D","480Y",2019-10-01,69.6
"1298","MIT-DRY-134",2020,12,"hps",2635,1768.81,"AL","3",75,"208D","480Y",2020-12-01,130.6
